loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_interest,loan_percent_income,active_loans,loan_status
3047,48,Women,Single,employed,MORTGAGE,Home Renovation,9300000,27500000,6,364,12200000,13800000,25300000,10800000,6.66,16,4,Rejected
3048,48,Women,Single,employed,MORTGAGE,Home Renovation,9300000,27500000,6,364,12200000,13800000,25300000,10800000,6.66,16,4,Rejected
3049,65,Women,Married,self employed,MORTGAGE,Personal,4300000,15200000,12,552,3400000,2100000,12700000,4800000,2.88,13,5,Approved
3050,49,Women,Single,student,MORTGAGE,Education,2600000,8100000,2,421,4200000,3100000,6200000,2500000,5.98,17,2,Approved
3051,42,Women,Married,employed,RENT,Business,2900000,9800000,12,588,5900000,2300000,6800000,2900000,4.11,0,3,Approved
3052,22,Men,Married,self employed,RENT,Home Renovation,900000,3500000,6,763,2300000,300000,2000000,600000,9.47,4,1,Approved
3053,40,Women,Single,student,OWN,Personal,4900000,17500000,20,823,12600000,8700000,14300000,4800000,6.53,10,1,Approved
3054,50,Women,Married,employed,OWN,Home Renovation,7700000,24800000,10,642,16800000,10700000,27400000,4500000,0.69,9,3,Approved
3055,55,Men,Married,self employed,RENT,Personal,4700000,16800000,12,647,10400000,8300000,10600000,3400000,2.41,13,3,Approved
3056,39,Men,Single,self employed,MORTGAGE,Medical,3000000,8900000,20,886,2600000,1000000,10600000,2800000,6.48,4,3,Approved
3057,66,Men,Married,employed,OWN,Personal,6900000,26800000,20,515,10800000,2500000,16700000,8300000,6.94,17,1,Rejected
3058,66,Men,Married,employed,OWN,Personal,6900000,26800000,20,515,10800000,2500000,16700000,8300000,6.94,17,1,Rejected
3059,66,Men,Married,employed,OWN,Personal,6900000,26800000,20,515,10800000,2500000,16700000,8300000,6.94,17,1,Rejected
3060,79,Men,Single,student,OWN,Home Renovation,600000,1700000,14,521,0,1000000,1700000,600000,8.84,6,2,Rejected
3061,58,Men,Single,student,MORTGAGE,Home Renovation,7800000,26800000,2,474,8900000,11200000,18400000,5600000,6.98,8,4,Approved
3062,68,Women,Single,student,MORTGAGE,Vehicle,9000000,35100000,6,898,500000,16200000,20700000,9100000,3.09,12,1,Approved
3063,23,Men,Married,self employed,MORTGAGE,Personal,2800000,9100000,12,436,3600000,500000,7800000,3600000,6.17,2,3,Rejected
3064,39,Men,Married,student,OWN,Business,7800000,21300000,10,326,22800000,10700000,18500000,4500000,1.63,12,1,Rejected
3065,26,Women,Married,student,RENT,Medical,4700000,9500000,18,876,11800000,6600000,18000000,4100000,8.19,7,1,Approved
3066,79,Men,Married,student,OWN,Home Renovation,4600000,17500000,20,597,11400000,6100000,14100000,4100000,4.59,6,5,Approved
3067,68,Women,Married,student,MORTGAGE,Education,6100000,22800000,18,640,16800000,7300000,19600000,6000000,0.87,12,1,Approved
3068,37,Women,Single,self employed,OWN,Business,6000000,22900000,16,302,12200000,6500000,17700000,7100000,8.58,15,3,Rejected
3069,37,Women,Single,self employed,OWN,Business,6000000,22900000,16,302,12200000,6500000,17700000,7100000,8.58,15,3,Rejected
3070,64,Men,Single,self employed,MORTGAGE,Education,8400000,23200000,16,476,15200000,5400000,18700000,8600000,5.48,2,3,Rejected
3071,61,Women,Single,employed,MORTGAGE,Home Renovation,9300000,22000000,14,393,4300000,3800000,28400000,13900000,0.95,5,2,Rejected
3072,61,Women,Single,employed,MORTGAGE,Home Renovation,9300000,22000000,14,393,4300000,3800000,28400000,13900000,0.95,5,2,Rejected
3073,44,Men,Married,student,RENT,Education,4200000,10300000,10,506,9300000,4500000,12400000,6000000,8.16,10,5,Rejected
3074,44,Men,Married,student,RENT,Education,4200000,10300000,10,506,9300000,4500000,12400000,6000000,8.16,10,5,Rejected
3075,55,Women,Married,employed,RENT,Vehicle,5600000,13400000,6,865,14900000,9700000,12300000,6000000,5.88,19,5,Approved
3076,56,Men,Married,employed,RENT,Personal,7800000,28600000,2,703,500000,12400000,29500000,10500000,3.71,4,4,Approved
3077,77,Women,Single,self employed,RENT,Education,4500000,12600000,2,568,6900000,3900000,17800000,2900000,2.53,6,3,Approved
3078,39,Women,Single,self employed,RENT,Business,2400000,5900000,2,425,1100000,500000,7400000,2500000,3.1,10,5,Rejected
3079,33,Men,Married,self employed,OWN,Personal,9600000,20600000,6,456,17300000,11000000,21700000,11600000,3.28,5,5,Rejected
3080,33,Men,Married,self employed,OWN,Personal,9600000,20600000,6,456,17300000,11000000,21700000,11600000,3.28,5,5,Rejected
3081,33,Men,Married,self employed,OWN,Personal,9600000,20600000,6,456,17300000,11000000,21700000,11600000,3.28,5,5,Rejected
3082,33,Men,Married,self employed,OWN,Personal,9600000,20600000,6,456,17300000,11000000,21700000,11600000,3.28,5,5,Rejected
3083,41,Women,Married,self employed,RENT,Personal,900000,2600000,2,602,600000,800000,3200000,1000000,2.4,5,1,Approved
3084,20,Women,Single,employed,MORTGAGE,Home Renovation,1100000,3800000,20,814,1400000,1500000,3200000,1100000,7.62,14,1,Approved
3085,63,Women,Single,self employed,MORTGAGE,Personal,6400000,24900000,2,640,10000000,5700000,18700000,6300000,3.61,7,4,Approved
3086,53,Women,Married,employed,OWN,Vehicle,4600000,15000000,4,817,7200000,2400000,13000000,6600000,8.39,19,1,Approved
3087,74,Men,Married,self employed,OWN,Business,6800000,20100000,14,839,1900000,600000,15600000,7500000,7.71,10,5,Approved
3088,59,Men,Married,self employed,RENT,Personal,7100000,27000000,20,592,5100000,9600000,20200000,7600000,4.97,19,5,Approved
3089,28,Men,Single,student,MORTGAGE,Home Renovation,6700000,24700000,6,498,12900000,700000,18800000,8400000,8.64,6,4,Rejected
3090,28,Men,Single,student,MORTGAGE,Home Renovation,6700000,24700000,6,498,12900000,700000,18800000,8400000,8.64,6,4,Rejected
3091,52,Men,Married,employed,OWN,Business,5800000,12400000,6,847,5100000,9000000,14100000,7600000,5.07,17,1,Approved
3092,69,Men,Married,employed,RENT,Education,8600000,29400000,16,643,1000000,14100000,33000000,12300000,1.61,10,3,Approved
3093,69,Women,Single,student,OWN,Education,3500000,10600000,4,389,8300000,4800000,9100000,2500000,8.98,1,2,Approved
3094,46,Men,Married,employed,OWN,Vehicle,4800000,17500000,20,381,400000,6900000,13400000,7000000,3.55,3,1,Rejected
3095,46,Men,Married,employed,OWN,Vehicle,4800000,17500000,20,381,400000,6900000,13400000,7000000,3.55,3,1,Rejected
3096,46,Men,Married,employed,OWN,Vehicle,4800000,17500000,20,381,400000,6900000,13400000,7000000,3.55,3,1,Rejected
3097,23,Men,Single,student,MORTGAGE,Home Renovation,6100000,14400000,16,400,9200000,2800000,23800000,5600000,7.96,1,4,Rejected
3098,23,Men,Single,student,MORTGAGE,Home Renovation,6100000,14400000,16,400,9200000,2800000,23800000,5600000,7.96,1,4,Rejected
3099,23,Men,Single,student,MORTGAGE,Home Renovation,6100000,14400000,16,400,9200000,2800000,23800000,5600000,7.96,1,4,Rejected
3100,79,Men,Married,student,RENT,Medical,5200000,12700000,16,718,11700000,100000,18100000,7200000,4.58,18,1,Approved
3101,65,Men,Single,self employed,MORTGAGE,Medical,4100000,12400000,8,309,8200000,1000000,13000000,3300000,4.5,6,1,Rejected
3102,33,Women,Married,self employed,MORTGAGE,Vehicle,3200000,7400000,2,838,2200000,2900000,10200000,3600000,2.23,0,1,Approved
3103,33,Women,Married,student,MORTGAGE,Education,7500000,21600000,14,678,8800000,12100000,20100000,11200000,5.74,6,3,Approved
3104,28,Women,Married,employed,RENT,Education,1500000,4500000,14,826,3200000,1700000,4600000,1600000,5.54,0,3,Approved
3105,36,Women,Single,employed,RENT,Education,7900000,26300000,8,666,4600000,9200000,18400000,11800000,7.26,10,1,Approved
3106,67,Men,Single,student,RENT,Business,2100000,4300000,20,896,100000,2300000,7500000,2300000,2.84,15,2,Approved
3107,27,Women,Married,student,OWN,Home Renovation,3700000,13900000,2,405,5900000,3200000,9100000,5500000,7.27,0,5,Approved
3108,78,Men,Single,student,OWN,Business,1100000,4000000,16,498,400000,100000,2300000,700000,4.85,6,3,Rejected
3109,78,Men,Single,student,OWN,Business,1100000,4000000,16,498,400000,100000,2300000,700000,4.85,6,3,Rejected
3110,28,Men,Single,employed,MORTGAGE,Business,6500000,24800000,8,779,7000000,9600000,15700000,8800000,2.37,5,4,Approved
3111,32,Men,Single,self employed,RENT,Business,8200000,31500000,8,403,11500000,8800000,19000000,6100000,4.56,17,5,Rejected
3112,32,Men,Single,self employed,RENT,Business,8200000,31500000,8,403,11500000,8800000,19000000,6100000,4.56,17,5,Rejected
3113,66,Men,Single,employed,OWN,Medical,5000000,12400000,8,709,11300000,6800000,13300000,4200000,4.26,8,5,Approved
3114,70,Men,Married,student,RENT,Education,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0.4,14,3,Rejected
3115,70,Men,Married,student,RENT,Education,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0.4,14,3,Rejected
3116,51,Men,Single,employed,OWN,Business,3700000,9100000,18,368,3400000,2400000,8400000,3300000,9.92,14,5,Rejected
3117,51,Men,Single,employed,OWN,Business,3700000,9100000,18,368,3400000,2400000,8400000,3300000,9.92,14,5,Rejected
3118,69,Women,Married,student,RENT,Education,4100000,14600000,16,760,4700000,6600000,14900000,3000000,4.0,19,1,Approved
3119,35,Men,Married,self employed,RENT,Vehicle,7200000,16800000,6,796,6600000,6100000,14400000,9800000,1.55,15,3,Approved
3120,28,Women,Single,student,RENT,Vehicle,2000000,5000000,6,876,500000,2900000,5800000,1500000,6.26,2,1,Approved
3121,46,Women,Married,employed,RENT,Medical,2000000,4700000,14,673,800000,3400000,5900000,1500000,1.62,4,3,Approved
3122,28,Women,Married,self employed,MORTGAGE,Personal,5100000,11500000,4,747,5000000,8900000,14100000,7000000,9.77,1,5,Approved
3123,51,Men,Married,student,OWN,Medical,6000000,13600000,12,589,9000000,300000,12600000,7100000,0.54,3,4,Approved
3124,64,Men,Married,employed,MORTGAGE,Home Renovation,4900000,18100000,8,382,13600000,400000,15500000,2400000,4.94,0,2,Rejected
3125,64,Men,Married,employed,MORTGAGE,Home Renovation,4900000,18100000,8,382,13600000,400000,15500000,2400000,4.94,0,2,Rejected
3126,76,Men,Married,student,OWN,Vehicle,900000,2300000,12,900,1300000,0,3300000,1100000,9.4,16,2,Approved
3127,56,Women,Married,employed,RENT,Education,7500000,25000000,18,628,3500000,2200000,21700000,4700000,3.45,12,5,Approved
3128,39,Men,Married,student,MORTGAGE,Personal,6400000,25000000,12,667,13500000,5500000,25500000,5400000,6.43,7,1,Approved
3129,66,Women,Married,employed,OWN,Education,8700000,26400000,2,778,8500000,2400000,28800000,10300000,2.22,18,1,Approved
3130,40,Men,Married,self employed,MORTGAGE,Education,7300000,17200000,18,831,18500000,4300000,23000000,5200000,5.28,7,4,Approved
3131,51,Women,Married,employed,RENT,Business,7400000,27100000,4,320,19800000,14600000,25200000,9400000,5.39,11,1,Approved
3132,66,Men,Single,student,MORTGAGE,Vehicle,2700000,9300000,16,656,7700000,2500000,6400000,3600000,0.86,14,2,Approved
3133,64,Men,Married,student,MORTGAGE,Education,3400000,8900000,6,896,4200000,4800000,10200000,4200000,5.96,11,3,Approved
3134,47,Women,Single,employed,MORTGAGE,Education,2100000,7400000,4,320,3300000,2700000,6300000,2200000,7.84,9,1,Approved
3135,61,Men,Single,student,RENT,Home Renovation,3100000,10500000,10,751,5500000,5900000,9000000,1600000,7.07,20,3,Approved
3136,39,Men,Single,self employed,MORTGAGE,Education,4700000,17400000,2,523,10600000,7000000,10900000,5200000,0.15,12,2,Approved
3137,26,Men,Married,student,MORTGAGE,Vehicle,3100000,10500000,6,584,7700000,2100000,10900000,2900000,1.31,1,1,Approved
3138,72,Men,Married,employed,OWN,Business,5700000,20400000,2,630,3000000,3100000,22600000,2900000,6.82,4,3,Approved
3139,21,Women,Single,employed,MORTGAGE,Business,2300000,8000000,14,472,4400000,3300000,7700000,1800000,4.54,15,5,Rejected
3140,79,Women,Married,student,MORTGAGE,Personal,6600000,18500000,16,802,14600000,1100000,21800000,9700000,1.65,20,5,Approved
3141,48,Women,Single,student,OWN,Education,2700000,6400000,18,547,5000000,1700000,9200000,1700000,3.99,4,3,Rejected
3142,48,Women,Single,student,OWN,Education,2700000,6400000,18,547,5000000,1700000,9200000,1700000,3.99,4,3,Rejected
3143,20,Men,Married,self employed,OWN,Education,800000,2800000,16,726,2000000,1300000,3100000,1200000,5.75,20,5,Approved
3144,30,Women,Single,employed,OWN,Personal,6600000,18500000,8,712,2300000,3200000,24400000,7600000,9.01,19,2,Approved
3145,64,Men,Married,self employed,OWN,Medical,3900000,10700000,6,790,10600000,1900000,12500000,2700000,7.81,18,1,Approved
3146,57,Women,Married,self employed,RENT,Home Renovation,200000,600000,16,396,0,0,500000,200000,2.33,19,4,Rejected
3147,57,Women,Married,self employed,RENT,Home Renovation,200000,600000,16,396,0,0,500000,200000,2.33,19,4,Rejected
3148,57,Women,Married,self employed,RENT,Home Renovation,200000,600000,16,396,0,0,500000,200000,2.33,19,4,Rejected
3149,46,Men,Single,employed,OWN,Vehicle,2000000,4200000,6,831,1300000,1700000,6900000,1200000,0.62,4,1,Approved
3150,66,Women,Single,employed,OWN,Medical,9100000,20900000,20,632,4200000,400000,30000000,13200000,9.21,19,2,Approved
3151,30,Women,Married,employed,MORTGAGE,Education,4700000,10800000,8,527,13300000,3100000,13600000,4800000,8.39,16,5,Rejected
3152,30,Women,Married,employed,MORTGAGE,Education,4700000,10800000,8,527,13300000,3100000,13600000,4800000,8.39,16,5,Rejected
3153,30,Women,Married,employed,MORTGAGE,Education,4700000,10800000,8,527,13300000,3100000,13600000,4800000,8.39,16,5,Rejected
3154,26,Men,Married,student,RENT,Education,3200000,11100000,6,708,8900000,5700000,8100000,1500000,0.03,17,3,Approved
3155,64,Women,Single,self employed,RENT,Home Renovation,1700000,4200000,14,829,200000,1600000,4600000,1600000,8.06,16,3,Approved
3156,29,Women,Married,self employed,RENT,Medical,2600000,8100000,12,854,4500000,5100000,6300000,2500000,4.58,1,2,Approved
3157,28,Women,Married,self employed,OWN,Home Renovation,2700000,6700000,14,899,2400000,4200000,6000000,2000000,0.41,0,4,Approved
3158,73,Women,Single,employed,OWN,Education,3600000,13400000,6,589,3600000,0,11200000,4000000,3.84,17,1,Approved
3159,63,Men,Married,student,RENT,Home Renovation,7200000,26000000,6,571,4700000,0,22600000,4200000,9.9,16,4,Approved
3160,30,Women,Single,student,MORTGAGE,Business,2500000,6400000,6,708,6900000,200000,9900000,3500000,0.85,15,5,Approved
3161,73,Women,Married,student,OWN,Medical,5500000,19600000,16,328,2400000,4800000,10900000,3700000,3.65,16,3,Rejected
3162,43,Women,Married,self employed,OWN,Business,9200000,33500000,8,564,20800000,15200000,29800000,11400000,2.79,18,1,Approved
3163,40,Women,Single,student,MORTGAGE,Education,9000000,19000000,8,693,18300000,4500000,29600000,7200000,3.99,17,1,Approved
3164,60,Women,Single,employed,RENT,Home Renovation,5900000,15000000,14,626,16400000,4600000,17600000,8200000,2.58,13,2,Approved
3165,44,Women,Single,student,MORTGAGE,Home Renovation,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0.56,6,2,Rejected
3166,44,Women,Single,student,MORTGAGE,Home Renovation,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0.56,6,2,Rejected
3167,44,Women,Single,student,MORTGAGE,Home Renovation,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0.56,6,2,Rejected
3168,44,Women,Single,student,MORTGAGE,Home Renovation,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0.56,6,2,Rejected
3169,23,Men,Single,employed,OWN,Education,3200000,12500000,8,849,400000,5300000,10400000,4400000,0.65,8,4,Approved
3170,48,Men,Single,self employed,MORTGAGE,Home Renovation,9100000,27800000,16,547,21900000,7000000,31900000,9400000,8.0,11,1,Rejected
3171,48,Men,Single,self employed,MORTGAGE,Home Renovation,9100000,27800000,16,547,21900000,7000000,31900000,9400000,8.0,11,1,Rejected
3172,48,Men,Single,self employed,MORTGAGE,Home Renovation,9100000,27800000,16,547,21900000,7000000,31900000,9400000,8.0,11,1,Rejected
3173,21,Women,Single,employed,MORTGAGE,Personal,4600000,15100000,2,417,5600000,3900000,11800000,6600000,7.86,6,1,Approved
3174,49,Women,Married,employed,MORTGAGE,Home Renovation,7300000,14900000,2,358,13600000,12300000,20400000,7300000,5.1,16,3,Rejected
3175,71,Men,Married,student,MORTGAGE,Education,1300000,3100000,16,826,200000,1700000,5100000,1400000,1.78,15,3,Approved
3176,51,Men,Married,student,RENT,Home Renovation,1800000,4200000,6,836,1300000,1900000,6800000,2000000,9.29,15,1,Approved
3177,40,Women,Single,employed,MORTGAGE,Education,500000,1700000,10,509,400000,300000,1400000,300000,2.23,2,3,Rejected
3178,40,Women,Single,employed,MORTGAGE,Education,500000,1700000,10,509,400000,300000,1400000,300000,2.23,2,3,Rejected
3179,40,Women,Single,employed,MORTGAGE,Education,500000,1700000,10,509,400000,300000,1400000,300000,2.23,2,3,Rejected
3180,40,Women,Single,employed,MORTGAGE,Education,500000,1700000,10,509,400000,300000,1400000,300000,2.23,2,3,Rejected
3181,40,Women,Single,employed,MORTGAGE,Education,500000,1700000,10,509,400000,300000,1400000,300000,2.23,2,3,Rejected
3182,33,Men,Married,student,RENT,Personal,5700000,20500000,20,581,15200000,7800000,11400000,8500000,9.02,15,4,Approved
3183,32,Women,Single,employed,OWN,Home Renovation,300000,1100000,4,359,100000,0,1000000,200000,7.38,17,1,Approved
3184,35,Women,Married,employed,MORTGAGE,Vehicle,5700000,20100000,14,442,11700000,7300000,17900000,6500000,0.36,13,1,Rejected
3185,20,Men,Married,employed,OWN,Education,1100000,2700000,16,346,1900000,300000,2200000,800000,8.39,10,1,Rejected
3186,20,Men,Married,employed,OWN,Education,1100000,2700000,16,346,1900000,300000,2200000,800000,8.39,10,1,Rejected
3187,20,Men,Married,employed,OWN,Education,1100000,2700000,16,346,1900000,300000,2200000,800000,8.39,10,1,Rejected
3188,41,Men,Married,employed,MORTGAGE,Personal,9300000,34000000,6,742,4200000,600000,32800000,8200000,6.07,8,2,Approved
3189,33,Women,Single,employed,OWN,Personal,3500000,8100000,10,626,7100000,5500000,7200000,2900000,9.23,8,5,Approved
3190,58,Men,Married,student,OWN,Education,8200000,28800000,4,619,9000000,1100000,23000000,6300000,0.84,13,5,Approved
3191,51,Women,Married,self employed,RENT,Business,7500000,17900000,20,734,9100000,5500000,23000000,4900000,7.0,0,4,Approved
3192,39,Women,Married,student,RENT,Vehicle,7000000,25600000,6,420,15100000,11500000,15300000,8700000,2.04,19,3,Rejected
3193,39,Women,Married,student,RENT,Vehicle,7000000,25600000,6,420,15100000,11500000,15300000,8700000,2.04,19,3,Rejected
3194,45,Women,Single,student,OWN,Education,3900000,8300000,18,600,3900000,600000,10400000,5600000,6.76,9,1,Approved
3195,57,Women,Single,employed,MORTGAGE,Home Renovation,4700000,13200000,12,440,4000000,3300000,16600000,4300000,7.89,17,4,Rejected
3196,57,Women,Single,employed,MORTGAGE,Home Renovation,4700000,13200000,12,440,4000000,3300000,16600000,4300000,7.89,17,4,Rejected
3197,57,Women,Single,employed,MORTGAGE,Home Renovation,4700000,13200000,12,440,4000000,3300000,16600000,4300000,7.89,17,4,Rejected
3198,22,Men,Married,student,MORTGAGE,Home Renovation,1700000,5200000,16,820,1700000,1200000,4000000,1000000,4.18,20,2,Approved
3199,33,Men,Single,employed,OWN,Education,2500000,7800000,8,437,5800000,0,5800000,3300000,7.1,2,4,Rejected
3200,20,Men,Married,employed,OWN,Home Renovation,400000,1400000,12,468,700000,0,1500000,400000,5.68,1,5,Rejected
3201,20,Men,Married,employed,OWN,Home Renovation,400000,1400000,12,468,700000,0,1500000,400000,5.68,1,5,Rejected
3202,54,Men,Single,self employed,OWN,Education,5700000,21900000,2,871,3200000,1700000,14400000,6100000,4.99,19,3,Approved
3203,31,Women,Married,student,OWN,Vehicle,9800000,37900000,4,816,21800000,12200000,26100000,8500000,3.54,0,3,Approved
3204,69,Women,Married,employed,OWN,Education,9000000,32800000,4,773,10600000,4100000,18900000,11500000,9.48,0,2,Approved
3205,42,Women,Single,employed,MORTGAGE,Vehicle,800000,3000000,14,576,1200000,1300000,2600000,400000,4.69,17,4,Approved
3206,73,Men,Single,self employed,MORTGAGE,Education,1600000,4500000,14,673,1900000,2700000,3700000,1300000,6.69,6,3,Approved
3207,38,Women,Single,student,RENT,Education,9800000,34100000,20,760,21500000,9400000,33400000,13600000,1.98,4,4,Approved
3208,77,Men,Single,student,RENT,Medical,2900000,7500000,12,678,3400000,3000000,10900000,3700000,3.03,17,2,Approved
3209,49,Women,Single,student,MORTGAGE,Business,3900000,12000000,14,893,6000000,4700000,12900000,5200000,0.66,9,1,Approved
3210,72,Women,Married,student,RENT,Vehicle,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1.76,5,2,Approved
3211,58,Men,Single,employed,RENT,Home Renovation,700000,2200000,8,617,1600000,400000,2400000,900000,6.83,14,4,Approved
3212,33,Men,Married,self employed,MORTGAGE,Home Renovation,8400000,29500000,20,661,14600000,3400000,28900000,10900000,8.61,20,2,Approved
3213,22,Women,Single,self employed,OWN,Medical,4000000,12100000,12,356,10500000,2500000,15600000,5000000,7.87,20,2,Rejected
3214,22,Women,Single,self employed,OWN,Medical,4000000,12100000,12,356,10500000,2500000,15600000,5000000,7.87,20,2,Rejected
3215,22,Women,Single,self employed,OWN,Medical,4000000,12100000,12,356,10500000,2500000,15600000,5000000,7.87,20,2,Rejected
3216,52,Men,Single,student,OWN,Personal,1900000,6300000,16,811,1100000,100000,5100000,1900000,0.98,13,1,Approved
3217,34,Women,Single,employed,OWN,Business,3900000,14600000,2,730,9200000,4000000,14600000,5400000,5.22,17,4,Approved
3218,54,Men,Single,student,RENT,Education,7400000,18000000,2,792,5300000,9400000,19900000,5300000,8.1,12,3,Approved
3219,26,Women,Married,student,RENT,Medical,5900000,16000000,6,798,15900000,5000000,12300000,3100000,2.48,2,3,Approved
3220,22,Men,Married,self employed,RENT,Business,1400000,2900000,12,490,600000,1600000,5500000,1300000,0.9,17,2,Rejected
3221,22,Men,Married,self employed,RENT,Business,1400000,2900000,12,490,600000,1600000,5500000,1300000,0.9,17,2,Rejected
3222,43,Women,Single,self employed,OWN,Home Renovation,1800000,5500000,6,448,2900000,300000,5600000,1300000,5.59,5,2,Rejected
3223,68,Men,Single,self employed,MORTGAGE,Medical,1000000,3100000,6,525,1900000,1700000,2800000,1400000,1.23,2,3,Rejected
3224,68,Men,Single,self employed,MORTGAGE,Medical,1000000,3100000,6,525,1900000,1700000,2800000,1400000,1.23,2,3,Rejected
3225,20,Men,Single,student,OWN,Vehicle,7400000,19200000,20,415,2200000,4800000,29200000,7000000,4.03,17,1,Rejected
3226,43,Women,Married,self employed,OWN,Education,2700000,10600000,16,496,800000,2900000,9700000,2400000,1.16,9,5,Rejected
3227,50,Women,Married,student,RENT,Business,3600000,13100000,8,543,2900000,100000,9900000,2700000,4.66,6,2,Rejected
3228,68,Women,Single,student,RENT,Home Renovation,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0.12,20,4,Rejected
3229,68,Women,Single,student,RENT,Home Renovation,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0.12,20,4,Rejected
3230,68,Women,Single,student,RENT,Home Renovation,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0.12,20,4,Rejected
3231,32,Women,Single,self employed,MORTGAGE,Vehicle,1800000,5700000,14,502,1400000,1100000,4400000,1300000,3.84,14,2,Rejected
3232,25,Men,Single,student,RENT,Home Renovation,4700000,12000000,6,505,3400000,3800000,18000000,2300000,2.02,20,1,Rejected
3233,43,Women,Married,employed,OWN,Education,6700000,23100000,4,304,14400000,7100000,24300000,10000000,8.81,2,5,Approved
3234,32,Women,Married,student,OWN,Vehicle,5800000,17500000,10,719,5800000,1900000,12400000,3100000,9.6,4,4,Approved
3235,69,Women,Married,employed,RENT,Education,5900000,22700000,18,855,13400000,6300000,14500000,4000000,7.28,17,1,Approved
3236,24,Women,Married,self employed,MORTGAGE,Home Renovation,6000000,15800000,18,593,6800000,4800000,13200000,6400000,0.71,8,2,Approved
3237,49,Women,Single,employed,OWN,Business,700000,1400000,10,523,700000,1100000,1600000,900000,9.4,18,3,Rejected
3238,75,Women,Single,self employed,OWN,Vehicle,7100000,19300000,6,783,3900000,4800000,21800000,5000000,3.89,18,4,Approved
3239,48,Men,Single,self employed,RENT,Medical,1100000,3900000,2,538,400000,1300000,4300000,1600000,0.19,5,3,Approved
3240,69,Men,Married,student,OWN,Education,2200000,8600000,2,461,1400000,3000000,4700000,2100000,9.02,16,5,Approved
3241,65,Women,Married,self employed,RENT,Business,5500000,20000000,8,666,3800000,4700000,18000000,7900000,8.71,6,5,Approved
3242,49,Men,Married,student,RENT,Business,4400000,16300000,20,561,5500000,8000000,12000000,4000000,6.81,19,1,Approved
3243,74,Women,Married,employed,RENT,Home Renovation,6100000,12500000,14,862,11300000,1500000,21900000,6800000,3.98,9,4,Approved
3244,30,Women,Single,employed,OWN,Business,8100000,22300000,10,686,20400000,8700000,19200000,6200000,9.97,17,2,Approved
3245,74,Women,Single,student,RENT,Education,7000000,19600000,8,708,17600000,2600000,24300000,4500000,8.55,5,5,Approved
3246,52,Men,Single,self employed,RENT,Home Renovation,5600000,14800000,20,656,9600000,9200000,11600000,6500000,3.33,15,5,Approved
3247,34,Women,Married,student,RENT,Business,1800000,7000000,14,743,2600000,1000000,4500000,1500000,2.22,12,1,Approved
3248,54,Men,Married,employed,OWN,Home Renovation,3600000,12100000,14,408,10100000,4200000,13000000,5400000,1.88,14,4,Rejected
3249,62,Men,Single,student,OWN,Education,600000,1300000,14,408,1000000,300000,1600000,900000,1.83,11,4,Rejected
3250,62,Men,Single,student,OWN,Education,600000,1300000,14,408,1000000,300000,1600000,900000,1.83,11,4,Rejected
3251,55,Men,Married,self employed,RENT,Vehicle,4900000,16500000,12,439,7500000,1400000,10300000,7200000,3.75,6,4,Rejected
3252,48,Men,Single,employed,RENT,Vehicle,3800000,10600000,12,490,3300000,6500000,14400000,3100000,0.15,1,5,Rejected
3253,48,Men,Single,employed,RENT,Vehicle,3800000,10600000,12,490,3300000,6500000,14400000,3100000,0.15,1,5,Rejected
3254,45,Men,Single,self employed,RENT,Medical,7600000,30000000,16,884,13300000,3600000,17200000,10800000,9.61,18,2,Approved
3255,33,Women,Single,self employed,RENT,Vehicle,7800000,25400000,18,425,3000000,14000000,30500000,7200000,3.0,20,3,Rejected
3256,33,Women,Single,self employed,RENT,Vehicle,7800000,25400000,18,425,3000000,14000000,30500000,7200000,3.0,20,3,Rejected
3257,33,Women,Single,self employed,RENT,Vehicle,7800000,25400000,18,425,3000000,14000000,30500000,7200000,3.0,20,3,Rejected
3258,79,Women,Married,student,RENT,Education,6800000,21700000,20,730,17500000,1300000,18600000,3600000,3.02,7,2,Approved
3259,46,Women,Single,employed,OWN,Vehicle,5900000,17300000,20,657,1500000,5600000,13000000,4100000,2.18,20,3,Approved
3260,39,Men,Single,self employed,RENT,Business,4900000,16800000,10,480,2200000,8900000,12600000,2700000,1.77,7,4,Rejected
3261,59,Men,Single,employed,RENT,Business,9800000,36000000,12,629,28000000,4100000,29800000,11200000,5.42,13,4,Approved
3262,64,Men,Single,employed,RENT,Business,1200000,4700000,2,667,1100000,300000,4200000,800000,9.23,11,1,Approved
3263,70,Women,Single,self employed,OWN,Home Renovation,4700000,11500000,18,559,7500000,0,18700000,2600000,7.99,9,4,Approved
3264,28,Men,Married,self employed,OWN,Education,6700000,16000000,4,791,0,13000000,20700000,5200000,8.16,12,5,Approved
